0x0128F5B8	CP	Object type (Plist)	Palette (Plist)	Tile Config (Plist)	Map Pointer (Plist)	Tile Animation 1	Tile Animation 2	Map Changes (Plist)	Fog Level	Enable Battle Prep? (X)	Chapter Title	Chapter title image 2 (X).	Initial coord	B17	Weather	Battle Backgrounds	Difficulty	Player Phase BGM	Enemy Phase BGM	NPC BGM	Player Phase BGM 2 (X)	Enemy Phase BGM 2 (X)	NPC BGM 2 (X)	Player Phase BGM Flag 4	Enemy Phase BGM Flag 4	???	???	???	Destructible Wall HP	B45	B46	B47	B48	B49	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B60	??	W62	W64	W66	W68	W70	W72	W74	W76	W78	W80	W82	W84	W86	W88	W90	W92	??	D96	D100	D104	D108	Map Name 1	Map Name 2 (X)	Event ID (Plist)	World Map Event	??	B119	B120	B121	??	B123	B124	B125	??	B127	Chapter Number	??	B130	B131	??	B133	VictoryBGM(# Foes Left)	Dark Before Initial Event	Clear Condition	Detailed Clear Condition	Mini-Objective Display	Turns to Defend	Unit to Defend	Withdrawal Point	B144	??	??	??
75  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
76  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
77  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
78  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
79  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
7A  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
7B  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
7C  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
7D  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
7E  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
7F  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
80  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
81  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
82  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
83  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
84  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
85  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
86  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
87  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
88  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
89  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
8A  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
8B  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
8C  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
8D  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
8E  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
8F  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
90  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
91  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
92  Debug Room	0x081C32C8	0x01	0x02	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x01	0x00	0x00	0x00	0x10	0x09	0x13	0x13	0x09	0x13	0x13	0x09	0xFFFF	0x0B	0xFFFF	0xFFFF	0x32	0x05	0x05	0x05	0x05	0x06	0x06	0x06	0x06	0x07	0x07	0x07	0x07	0x08	0x08	0x08	0x08	0x00	0x64	0x64	0x64	0x64	0x50	0x50	0x50	0x50	0x3C	0x3C	0x3C	0x3C	0x28	0x28	0x28	0x28	0x00	0x0424	0x0424	0x0424	0x0424	0x0160	0x0160	0x00	0x01	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0xFF	0xFF	0x00	0x00	0x01	0x01	0x01A2	0x019D	0x03	0x00	0x00	0xFF	0x00	0x1D	0x00	0x00
